time,tavg,tmin,tmax,hmid
11-11-2011,25,18,32.3,40
12-11-2011,25.5,19.7,32,45
13-11-2011,26.4,19.6,31.8,68
14-11-2011,25,22.6,30.2,60
15-11-2011,24.5,21,29.8,51
16-11-2011,24.5,,29.8,59
17-11-2011,23.6,,30.9,41
18-11-2011,23.6,17.2,30.9,51
19-11-2011,23.8,18.9,28.6,51
20-11-2011,22.9,18.5,28.8,59
21-11-2011,23.2,17.6,29.2,60
22-11-2011,23.3,17.6,28.8,59
23-11-2011,23,17.2,30.1,47
24-11-2011,23.2,15.6,31.1,68
25-11-2011,23.4,16.6,29.6,50
26-11-2011,22.9,16.1,29.6,48
27-11-2011,22.5,16,28.6,51
28-11-2011,21.6,16,28.8,48
29-11-2011,21.6,14.6,28.6,60
30-11-2011,21.3,15.6,28,53
01-12-2011,20.9,14.6,27.1,68
02-12-2011,21.8,15.7,28.8,44
03-12-2011,22.9,16.3,29.7,64
04-12-2011,23.5,17.2,29.8,54
05-12-2011,23.2,16.7,30.8,70
06-12-2011,22.4,16.6,29.2,57
07-12-2011,22,16.5,28.8,43
08-12-2011,21.9,16.6,28.6,45
09-12-2011,21.5,16,,57
10-12-2011,21.3,15,28.8,51
11-12-2011,22.6,17.1,27.6,53
12-12-2011,20.3,18.4,25,60
13-12-2011,19.8,15.6,24.6,56
14-12-2011,18.3,,,66
15-12-2011,17.7,11.2,24.6,53
16-12-2011,16.3,10.2,,45
17-12-2011,16.4,9.6,23.6,62
18-12-2011,16,10.2,22.8,46
19-12-2011,16.8,10.6,,55
20-12-2011,16.8,10.7,23.6,69
21-12-2011,15.4,10.7,21.2,48
22-12-2011,15.7,10.1,22,69
23-12-2011,14.9,9.6,20.8,51
24-12-2011,15.6,9.5,21.8,68
25-12-2011,16.4,10.6,23.7,65
26-12-2011,16.7,10.6,24.9,67
27-12-2011,19.4,11,25.6,68
28-12-2011,21.5,17,27.6,67
29-12-2011,21.9,16,27.6,70
30-12-2011,22.5,,,70
31-12-2011,21.9,15,28.2,48
01-01-2012,22.3,15.7,28.4,63
02-01-2012,19.9,17.6,24.6,66
03-01-2012,20.3,15.7,25.3,58
04-01-2012,20.5,17,24.6,57
05-01-2012,20.6,17,25.2,55
06-01-2012,19.9,17.6,23.2,46
07-01-2012,19.5,17.6,21.6,53
08-01-2012,19.4,17.6,21.6,49
09-01-2012,18.2,17.2,20,65
10-01-2012,18.7,16.1,22.1,49
11-01-2012,16.6,14.6,21.3,45
12-01-2012,14.9,8.8,20.7,52
13-01-2012,14.8,8.6,20.6,60
14-01-2012,14.5,9,21.4,42
15-01-2012,15.1,8.4,21.8,46
16-01-2012,16.9,9.6,24.8,46
17-01-2012,20.5,11.6,28.3,69
18-01-2012,21.7,16.4,26.6,63
19-01-2012,21.2,16.7,27.1,40
20-01-2012,21.4,16.6,25.6,41
21-01-2012,17.5,13.6,23,63
22-01-2012,15.4,9.6,22.3,55
23-01-2012,16.4,9.9,23.8,62
24-01-2012,17.3,10.8,25,66
25-01-2012,18.3,11,25.9,49
26-01-2012,19.1,12.4,27,40
27-01-2012,18.6,14.6,26.6,41
28-01-2012,19.5,12.1,26.3,47
29-01-2012,17.6,14.2,23.3,56
30-01-2012,18.9,12.3,25.8,68
31-01-2012,18.5,12.2,,52
01-02-2012,18.3,11.8,25,58
02-02-2012,16.1,10,24.1,50
03-02-2012,17.2,9.6,25.2,50
04-02-2012,18.4,11.4,27,51
05-02-2012,20.2,12,29,43
06-02-2012,21.4,12.2,30.8,69
07-02-2012,22.4,15.4,29.2,62
08-02-2012,23.3,15.6,32,63
09-02-2012,22.6,19.6,27.6,60
10-02-2012,18,,23.8,41
11-02-2012,17.5,12.6,25.8,60
12-02-2012,18.3,12,26.3,45
13-02-2012,19.9,12.1,,70
14-02-2012,22.7,14.5,30.8,63
15-02-2012,24.4,18.5,31.2,67
16-02-2012,20.4,17.6,24.8,56
17-02-2012,22.9,16.8,28.6,50
18-02-2012,22.8,17.7,28.6,51
19-02-2012,22.3,,,54
20-02-2012,21.7,14.6,29.3,68
21-02-2012,23.2,15.6,30.9,58
22-02-2012,25,16.1,33.6,67
23-02-2012,25.4,19.6,32.7,70
24-02-2012,25.4,18.1,34.3,62
25-02-2012,26,19.2,34.2,47
26-02-2012,25.2,19.6,32,45
27-02-2012,23.7,16,31.4,61
28-02-2012,23.9,16.8,31.8,40
29-02-2012,24.3,,31.3,66
01-03-2012,25.6,16.6,32.4,42
02-03-2012,25.5,21.6,30.8,55
03-03-2012,24.8,18.6,31.8,42
04-03-2012,26.5,16.6,33.8,56
05-03-2012,27.7,23.4,34.4,45
06-03-2012,29.1,23.1,36.3,42
07-03-2012,28.3,23.6,35.8,56
08-03-2012,26.7,22.6,32.6,47
09-03-2012,27.1,21.4,32.9,44
10-03-2012,27.2,24.6,32,49
11-03-2012,26.1,22.4,31.8,60
12-03-2012,26,17.6,34.2,50
13-03-2012,25.5,20.6,33.3,52
14-03-2012,25,18.6,33,65
15-03-2012,24.2,17.8,31.2,69
16-03-2012,26.6,18.1,33.6,56
17-03-2012,26.9,20.6,33.8,60
18-03-2012,28.2,24.4,35.3,56
19-03-2012,27.6,25.6,34.3,46
20-03-2012,28.5,23.1,34,66
21-03-2012,29.7,,37.1,60
22-03-2012,29.7,25.6,34.6,66
23-03-2012,26.7,22.6,33.2,63
24-03-2012,27.7,20.6,34.8,47
25-03-2012,29.3,23.6,36.3,65
26-03-2012,30.1,24,36.6,50
27-03-2012,29.9,24.6,37.8,45
28-03-2012,30.2,24.6,37.4,51
29-03-2012,30.6,25.2,38.2,42
30-03-2012,29.6,26,35.4,46
31-03-2012,28.3,25,34.8,48
01-04-2012,28.2,21.9,34.6,52
02-04-2012,30.4,22.4,36.8,50
03-04-2012,29.8,25.6,36.2,44
04-04-2012,28.4,,37,53
05-04-2012,26.7,20.1,33.8,65
06-04-2012,24.8,19,29.3,45
07-04-2012,24.4,22.3,29.8,46
08-04-2012,27.7,22.8,33.8,44
09-04-2012,27.3,22,34.3,61
10-04-2012,26.8,21,34.2,70
11-04-2012,28.1,20.6,34.4,48
12-04-2012,28.4,24.8,35.1,61
13-04-2012,27.4,19.5,34.4,55
14-04-2012,29.6,24.2,35.8,67
15-04-2012,30.9,25.7,37,42
16-04-2012,30.2,26.1,35.8,59
17-04-2012,31.3,26.6,37.6,59
18-04-2012,31.2,27,37.9,67
19-04-2012,31.2,27.6,37.2,67
20-04-2012,31.1,27.5,36.9,65
21-04-2012,32.2,27.2,38.4,43
22-04-2012,32.8,27.6,38.6,41
23-04-2012,31.4,24.6,37.3,40
24-04-2012,30.5,23,39.3,69
25-04-2012,30.2,21.6,37.2,56
26-04-2012,31.2,25.7,36.3,46
27-04-2012,30.3,19.4,36.5,61
28-04-2012,30.1,24,36.3,54
29-04-2012,32,27.4,38.2,70
30-04-2012,31.3,27.7,38.4,52
01-05-2012,31.5,28,37.6,52
02-05-2012,30.4,22.6,37,66
03-05-2012,28,19.9,36,59
04-05-2012,25.1,19.8,29.2,59
05-05-2012,28.7,22.6,33.7,62
06-05-2012,30.3,24.6,36,49
07-05-2012,31,25,36.8,42
08-05-2012,30.9,27,37.2,64
09-05-2012,31.2,27.6,36.7,47
10-05-2012,30.7,25.1,36.8,42
11-05-2012,31.5,27,,50
12-05-2012,31,27.6,35.8,70
13-05-2012,31.4,25.8,37.2,43
14-05-2012,32.4,28.6,38.8,45
15-05-2012,32,28.6,37,50
16-05-2012,32.9,27.3,40.6,53
17-05-2012,33.7,28.6,38.8,41
18-05-2012,32.9,,38.1,62
19-05-2012,32.4,23.6,38.4,52
20-05-2012,30.7,,37.8,70
21-05-2012,30.9,23.8,37.2,61
22-05-2012,32.3,28.1,,64
23-05-2012,33,28.8,38.4,66
24-05-2012,32.9,29.3,39.3,68
25-05-2012,33.3,28.6,38.6,56
26-05-2012,32.5,29.4,38.4,52
27-05-2012,30.3,24,38.2,57
28-05-2012,30.4,23.1,35.3,48
29-05-2012,32.2,27.8,37,64
30-05-2012,31.8,28.4,37.1,52
31-05-2012,31.5,28,37,56
01-06-2012,31.2,28.6,34.8,45
02-06-2012,32.9,28.4,37.9,60
03-06-2012,33.2,29.6,37.8,57
04-06-2012,34.7,29.8,40.9,65
05-06-2012,33.1,30.4,38.8,64
06-06-2012,32,25.6,39.2,47
07-06-2012,28.7,23.8,36,41
08-06-2012,31.9,25,37.4,42
09-06-2012,30.6,,38.8,48
10-06-2012,31.4,23.4,37.8,42
11-06-2012,32.3,28.2,38.3,62
12-06-2012,32.2,28.6,38,61
13-06-2012,32.5,28.4,37.8,67
14-06-2012,32.3,29.1,35.7,69
15-06-2012,32.7,29.6,38,47
16-06-2012,29.9,25.6,33.8,44
17-06-2012,28.6,24.8,32,41
18-06-2012,30.6,26.4,35.3,40
19-06-2012,29.9,27.1,34.2,48
20-06-2012,30.2,26.8,34.7,49
21-06-2012,28.5,26.6,34.2,40
22-06-2012,28.2,25.3,32.7,68
23-06-2012,29,26,31.6,69
24-06-2012,26.4,25.2,27.7,60
25-06-2012,29.2,24.6,32.8,51
26-06-2012,31.7,26.8,36.8,70
27-06-2012,32.3,27.6,38.2,44
28-06-2012,31.2,27.6,38.4,45
29-06-2012,30.3,26.1,36.1,67
30-06-2012,31.4,27.5,35.4,66
01-07-2012,30.5,,35.2,63
02-07-2012,28.9,26,32.8,65
03-07-2012,29.2,26,33.8,57
04-07-2012,28.8,26.8,32.4,59
05-07-2012,28.8,,34.2,69
06-07-2012,29.4,25.3,32.8,54
07-07-2012,29.1,25.8,33.3,70
08-07-2012,28.7,26,31.8,51
09-07-2012,28.8,26.1,33,65
10-07-2012,29.4,24.7,34.7,69
11-07-2012,28.5,24.6,35.4,70
12-07-2012,29.4,27.6,33.2,40
13-07-2012,29.1,,36.7,53
14-07-2012,29.6,26,34.2,55
15-07-2012,29.2,27.3,34.3,46
16-07-2012,29.6,26.8,33.4,58
17-07-2012,30.3,27.1,34.6,70
18-07-2012,28.3,24.6,34.9,64
19-07-2012,26.4,24.2,29.3,52
20-07-2012,28.7,24.8,33.8,46
21-07-2012,28.1,25.7,32.3,43
22-07-2012,29.4,26.1,34.5,59
23-07-2012,30.2,27,34.8,53
24-07-2012,28.9,27.5,34.3,63
25-07-2012,29.5,26.6,34.3,69
26-07-2012,29.9,26.8,34,63
27-07-2012,28.5,27.6,31.2,41
28-07-2012,28.3,25.5,33.6,69
29-07-2012,28,,31.8,48
30-07-2012,28,25.3,32,40
31-07-2012,27.8,25,31.9,61
01-08-2012,29,26,34.2,64
02-08-2012,29.6,26.1,34,66
03-08-2012,28.6,26.6,34,64
04-08-2012,27.9,26,31.8,47
05-08-2012,28.5,26.2,32.8,67
06-08-2012,28.3,25.7,32.8,62
07-08-2012,29,25.6,33.1,48
08-08-2012,28.4,24.9,32.1,59
09-08-2012,28.3,26.4,32.2,55
10-08-2012,27.8,25.4,33,47
11-08-2012,26.8,24.2,32.3,47
12-08-2012,28.2,25.2,32.2,47
13-08-2012,28.4,25.4,31.7,48
14-08-2012,28.6,24.7,33.1,68
15-08-2012,29.6,25.4,33.6,49
16-08-2012,30.1,26.8,35.9,56
17-08-2012,29.9,27.6,34.1,42
18-08-2012,29,25,33.6,69
19-08-2012,28.8,27.2,32.6,45
20-08-2012,26.9,,29.9,69
21-08-2012,27,26.4,27.6,58
22-08-2012,28.9,25.6,33.4,46
23-08-2012,30.3,26.8,34.9,53
24-08-2012,28.8,,33.7,43
25-08-2012,28.5,25.2,33.1,45
26-08-2012,28.9,25.6,33.2,48
27-08-2012,28.9,25.4,33.4,48
28-08-2012,29.5,26,34,58
29-08-2012,30,26.9,35.2,54
30-08-2012,29.1,27.2,33.8,56
31-08-2012,29.7,26.2,34.9,63
01-09-2012,29.7,26.8,33.9,51
02-09-2012,29.9,26.3,34.4,49
03-09-2012,28.7,26.6,32.8,68
04-09-2012,26.1,24.8,27.3,52
05-09-2012,25.6,24.1,26.6,41
06-09-2012,25.5,24.1,26.2,51
07-09-2012,29.1,24.3,32.8,69
08-09-2012,28.7,25,35.2,70
09-09-2012,27.4,24.3,32,40
10-09-2012,27.1,25.8,29.7,65
11-09-2012,28.7,25.6,32.8,63
12-09-2012,29.2,24.8,33.9,57
13-09-2012,28,26.3,33.8,55
14-09-2012,27.9,26.4,32.3,70
15-09-2012,27.7,25.1,31.8,64
16-09-2012,27.6,25.4,32.2,68
17-09-2012,27.9,26,31.2,56
18-09-2012,28.5,26,34.2,59
19-09-2012,29.9,25.1,35.2,56
20-09-2012,29.8,26.6,35.2,49
21-09-2012,30.2,27,35.2,57
22-09-2012,29.7,26.8,35,59
23-09-2012,29.3,26.6,34.8,48
24-09-2012,30,25.2,34.9,65
25-09-2012,29.4,24.6,34.5,51
26-09-2012,29.7,25.2,34.4,60
27-09-2012,30.5,26.1,35.7,59
28-09-2012,30.5,26.9,36.4,47
29-09-2012,30.1,27.3,34.8,59
30-09-2012,30.8,26.4,36,55
01-10-2012,30.1,26.6,35.6,68
02-10-2012,30,26.2,35.7,41
03-10-2012,29.5,26.3,34.8,63
04-10-2012,27.3,24.6,33.4,46
05-10-2012,27.8,24.6,31.6,44
06-10-2012,28.8,24.8,33.1,56
07-10-2012,28.2,26.2,31.5,42
08-10-2012,27.8,25,33.7,53
09-10-2012,28.7,,34.9,42
10-10-2012,27.3,24.8,30.9,51
11-10-2012,26.8,24.2,33.2,57
12-10-2012,26.9,24,31.9,42
13-10-2012,27.8,24.1,32,68
14-10-2012,26.4,24.4,30.6,58
15-10-2012,26.7,22.9,31.7,49
16-10-2012,27.2,23,32.3,66
17-10-2012,27.2,23.6,32.6,50
18-10-2012,26.8,22.6,33.1,43
19-10-2012,26.9,21.5,32.8,42
20-10-2012,27.2,22.2,32.5,54
21-10-2012,26.8,21.7,32.4,56
22-10-2012,26.6,21.4,32.3,42
23-10-2012,26.4,21.5,32.2,45
24-10-2012,25.3,20.1,31.3,52
25-10-2012,25.8,19.8,31.8,55
26-10-2012,26.3,21.1,32,64
27-10-2012,25,21.6,31.2,52
28-10-2012,25.1,19,30.8,40
29-10-2012,25.3,19.9,31.3,61
30-10-2012,25.5,20.6,31.6,52
31-10-2012,26.4,21.5,32,67
01-11-2012,26.4,21.6,32.2,63
02-11-2012,26,23.6,31.2,65
03-11-2012,23.8,21.6,27.3,42
04-11-2012,24.4,21.6,32.3,50
05-11-2012,25.5,22.8,30.8,64
06-11-2012,24.7,22.6,27.8,49
07-11-2012,25.3,21.8,29.3,62
08-11-2012,24.7,23,29.3,60
09-11-2012,23.4,20.2,29.8,57
10-11-2012,22.9,18.5,29.2,40
11-11-2012,23,17.7,28.3,48
12-11-2012,22.7,18.5,28.2,49
13-11-2012,22.8,17.9,28.8,64
14-11-2012,23,17.7,29.2,59
15-11-2012,22.3,,29.2,70
16-11-2012,21.8,15.6,29.4,49
17-11-2012,24.3,18.2,29,55
18-11-2012,25.9,21.2,31.8,49
19-11-2012,26.3,21.6,31.2,48
20-11-2012,25,23.6,30,44
21-11-2012,24,21.4,29.4,50
22-11-2012,22.7,19.2,28.8,63
23-11-2012,22,16.2,28.2,58
24-11-2012,22,17.6,28.8,68
25-11-2012,20.3,14,27.9,64
26-11-2012,20.6,14.5,27.8,67
27-11-2012,20.2,14.6,,49
28-11-2012,19,14.2,27.1,60
29-11-2012,19.3,12.7,26.9,49
30-11-2012,19.8,14.2,27,70
01-12-2012,20.3,13.6,27.6,63
02-12-2012,19.8,15.4,27.3,43
03-12-2012,19.7,14.4,26.8,53
04-12-2012,19.7,13.5,27.1,49
05-12-2012,20,12.6,28.3,52
06-12-2012,19.7,13.2,27.6,65
07-12-2012,19.5,13.2,,68
08-12-2012,19.3,12.1,28.2,51
09-12-2012,20.3,13,28.8,43
10-12-2012,20.8,13.4,29.4,49
11-12-2012,21.9,16,27.8,68
12-12-2012,21.3,17.6,26,62
13-12-2012,22.4,17.7,26.4,60
14-12-2012,22,19.6,26.8,43
15-12-2012,22.2,18.5,27.3,65
16-12-2012,20.7,17.6,25.6,61
17-12-2012,20.2,15.2,26.2,60
18-12-2012,19.4,15.6,26.2,41
19-12-2012,19.1,13.5,25.8,58
20-12-2012,18.5,13.5,24.6,53
21-12-2012,17.4,13,24,48
22-12-2012,16.6,13.6,23.3,41
23-12-2012,14,11.6,15.6,65
24-12-2012,14.3,,18.8,58
25-12-2012,14.8,11,20.1,56
26-12-2012,13.4,10.6,17.8,57
27-12-2012,13,8.2,18.6,51
28-12-2012,12.7,9,19.1,49
29-12-2012,15.9,8.4,23.2,60
30-12-2012,16.2,9.6,24.2,62
31-12-2012,16.9,9.8,24.8,58
01-01-2013,18,11.2,26,40
02-01-2013,20.3,12.2,26.4,68
03-01-2013,18.3,16.6,22,59
04-01-2013,18.7,13.9,23.8,50
05-01-2013,17.8,13.1,24.8,49
06-01-2013,17.8,11.9,23,62
07-01-2013,16.4,14.6,20.2,61
08-01-2013,13.5,11.6,19,52
09-01-2013,12.4,6.2,19.3,62
10-01-2013,14.6,7.1,21.6,40
11-01-2013,15,8.7,23,54
12-01-2013,15.1,8.8,22.2,62
13-01-2013,16,9.5,22.6,56
14-01-2013,17.8,10.8,26.2,60
15-01-2013,18.8,12.4,26.6,50
16-01-2013,20.2,14.6,25.6,70
17-01-2013,21.1,14.1,29,55
18-01-2013,21.7,15.4,28.9,44
19-01-2013,21.1,15.2,28,42
20-01-2013,20,16.6,25.6,51
21-01-2013,18.2,14.6,23,53
22-01-2013,17.4,12.6,23.7,58
23-01-2013,16.4,11.3,24.1,60
24-01-2013,16.5,11.6,24.1,45
25-01-2013,15.7,9.2,23.4,54
26-01-2013,15.9,8.2,,61
27-01-2013,15.9,10,23.9,45
28-01-2013,15.8,10.6,23,47
29-01-2013,16.9,9.6,25.5,54
30-01-2013,17.2,10.1,25.7,65
31-01-2013,18.6,10.9,26.8,60
01-02-2013,19,14.6,26,52
02-02-2013,19.8,12.4,26.4,66
03-02-2013,21.5,15.6,28.6,43
04-02-2013,20.7,14.2,28.6,40
05-02-2013,21.8,14.6,29.6,45
06-02-2013,22.7,15.1,30.6,55
07-02-2013,23.8,19.4,30,54
08-02-2013,21.3,18.6,27.2,63
09-02-2013,19.6,14.8,27.1,68
10-02-2013,19,13.2,27.2,70
11-02-2013,19.3,12.2,28.4,44
12-02-2013,20.7,12.5,28.1,46
13-02-2013,22.4,17.6,29,56
14-02-2013,22.7,17.6,30.4,53
15-02-2013,23.2,15.6,31,41
16-02-2013,21,,24.8,41
17-02-2013,17.6,16.6,20,50
18-02-2013,19.2,15.6,25.2,48
19-02-2013,19.9,14.2,26.2,46
20-02-2013,20.5,14.2,27.1,45
21-02-2013,21.1,14.4,27.6,41
22-02-2013,22.2,15.6,29.8,56
23-02-2013,23.4,16.4,30.8,45
24-02-2013,24.8,17.1,32.6,40
25-02-2013,24.5,18.2,31.1,58
26-02-2013,24.4,,30.7,40
27-02-2013,23.4,18.6,31,50
28-02-2013,25,16.3,32.9,48
01-03-2013,23.3,19.2,29.9,42
02-03-2013,22.5,16.2,29.6,43
03-03-2013,23.4,16.8,,65
04-03-2013,24.7,16.4,32.6,63
05-03-2013,26.2,18.9,33.6,57
06-03-2013,26.7,21.6,34,43
07-03-2013,27.3,18.6,34.7,66
08-03-2013,26.8,19.6,34.4,47
09-03-2013,26.8,21.6,33.8,41
10-03-2013,27.1,,34.8,47
11-03-2013,28,23.1,34.9,63
12-03-2013,28.3,24.6,34.6,42
13-03-2013,28.4,23.6,35.6,55
14-03-2013,28.3,23.4,34.6,43
15-03-2013,28.4,23.7,33.8,70
16-03-2013,28.3,25,35.6,69
17-03-2013,25.2,20.6,32.8,48
18-03-2013,26.8,18.6,33.2,48
19-03-2013,28.8,22.7,34.7,46
20-03-2013,29,23.2,35.8,69
21-03-2013,29.3,23.4,36.6,58
22-03-2013,29,,35.7,65
23-03-2013,29.2,25.6,35.6,46
24-03-2013,29.3,24,36,41
25-03-2013,31.4,26,37.6,46
26-03-2013,31,24.6,37.6,66
27-03-2013,30.3,24.9,36.6,57
28-03-2013,30,24.6,37.6,65
29-03-2013,29,22.8,34.6,59
30-03-2013,27.7,24.8,33,54
31-03-2013,29.9,25,35.2,61
01-04-2013,30.2,25.6,35.8,51
02-04-2013,30.7,25.2,37,69
03-04-2013,30.8,26.2,37,60
04-04-2013,31.1,25.6,37.6,40
05-04-2013,30.7,23.8,36.6,66
06-04-2013,30.9,25.4,36.6,69
07-04-2013,30.9,25.2,,46
08-04-2013,31.7,25.6,38.8,40
09-04-2013,31.3,26.1,39.6,59
10-04-2013,30.9,26.1,37.8,58
11-04-2013,30.4,23.8,37.6,48
12-04-2013,30.9,21.6,38.1,48
13-04-2013,31.5,26.8,38.2,67
14-04-2013,30,25.1,37.1,65
15-04-2013,29.5,23.7,35.3,43
16-04-2013,29.9,24.6,37.6,67
17-04-2013,27.7,20,35.6,46
18-04-2013,27,19.1,32.8,62
19-04-2013,27.9,21.6,35.3,44
20-04-2013,26.8,20.6,31.8,65
21-04-2013,26.6,21.2,33.7,60
22-04-2013,26.2,20.7,32.4,41
23-04-2013,26.1,22.6,33.3,42
24-04-2013,27.8,21.6,34.8,57
25-04-2013,29.7,21.1,36,67
26-04-2013,30.8,26.1,36.6,61
27-04-2013,31.5,27.4,37.8,49
28-04-2013,31.2,26.5,36.7,68
29-04-2013,31.1,27.6,36.4,64
30-04-2013,31.8,28.1,37.6,40
01-05-2013,32.2,27.8,38.4,55
02-05-2013,31.3,28.6,36.6,60
03-05-2013,30.7,26.3,35.8,47
04-05-2013,31,27.8,36,63
05-05-2013,30.2,28.6,34.9,54
06-05-2013,30.6,26.7,35.3,42
07-05-2013,31.4,27.2,37.3,44
08-05-2013,31.3,28.6,35.8,67
09-05-2013,31.6,28,35.8,61
10-05-2013,32,28.6,37.5,55
11-05-2013,30.4,25.6,36.8,66
12-05-2013,28.1,,36.3,52
13-05-2013,29.4,21,35.3,69
14-05-2013,27.8,23.4,34.6,46
15-05-2013,29,25.6,34,53
16-05-2013,27.4,25,31.3,52
17-05-2013,29.4,,35.8,69
18-05-2013,29.7,,34.9,62
19-05-2013,28.9,22.6,35.7,64
20-05-2013,29.1,,35.5,62
21-05-2013,28.9,23.2,34.6,44
22-05-2013,31,25.8,35.4,61
23-05-2013,27.8,25.6,35,43
24-05-2013,29,25.3,36.3,53
25-05-2013,30.1,25.1,34.4,57
26-05-2013,30.1,28.2,34.9,59
27-05-2013,29.1,26,33.8,59
28-05-2013,26.9,25.6,30.6,55
29-05-2013,26,25.2,27.2,61
30-05-2013,26,24.2,27.9,61
31-05-2013,28.1,23.2,31.6,43
01-06-2013,30.2,27.4,35.4,45
02-06-2013,30.9,27.6,36.7,67
03-06-2013,31.3,27.1,37.2,41
04-06-2013,31.2,27.4,37.3,56
05-06-2013,31.9,27.3,37.3,59
06-06-2013,31,28.2,36.1,49
07-06-2013,28.5,27.4,33.9,48
08-06-2013,29.5,26.6,35.2,41
09-06-2013,29.8,,37.2,69
10-06-2013,27.8,25.6,35.1,53
11-06-2013,29,26.4,33.4,54
12-06-2013,27.8,26.6,31,68
13-06-2013,27.8,25.6,33.2,43
14-06-2013,27.2,24.9,29.7,48
15-06-2013,27.5,25.2,33,66
16-06-2013,30.2,25.7,35.4,59
17-06-2013,30.1,27.1,36.8,64
18-06-2013,30.2,27.4,37.2,51
19-06-2013,28.5,26.6,35,40
20-06-2013,28.3,25.6,34.8,57
21-06-2013,30.5,25.1,36.3,46
22-06-2013,28.4,,34.8,40
23-06-2013,28.9,26.6,34,53
24-06-2013,28.2,26.2,30.6,64
25-06-2013,27.9,26,31,65
26-06-2013,29,25.6,33.3,64
27-06-2013,29,25.6,32.9,57
28-06-2013,30.1,27.8,33.4,42
29-06-2013,27.7,25.6,31,51
30-06-2013,26.3,24.6,27.7,46
01-07-2013,29.1,26.2,33.4,51
02-07-2013,29.4,27.2,34.3,68
03-07-2013,28.7,27.6,35,53
04-07-2013,30.3,26.7,35.5,46
05-07-2013,29.8,27.5,35.1,69
06-07-2013,30,27,36.3,56
07-07-2013,30.5,27.1,36.3,56
08-07-2013,30.7,27,37.2,63
09-07-2013,30.4,27.2,36.7,60
10-07-2013,29,26.4,35.3,65
11-07-2013,28.4,27.2,32.2,66
12-07-2013,27.5,25.6,31.3,45
13-07-2013,27.7,25.6,31.6,51
14-07-2013,29.7,25.8,34.8,55
15-07-2013,29.2,27.2,34.3,67
16-07-2013,29.1,26.6,33.3,56
17-07-2013,28.9,27,33.6,65
18-07-2013,28.9,27.4,34.3,42
19-07-2013,28.9,26.1,33.6,67
20-07-2013,29,26.3,32.8,66
21-07-2013,29.6,26.6,33.9,61
22-07-2013,28.7,26.6,32.8,40
23-07-2013,28.2,26.6,33.3,58
24-07-2013,28.1,26.6,33.3,63
25-07-2013,28.3,26.2,32.4,42
26-07-2013,27.1,25.4,32.4,57
27-07-2013,27,24.8,,41
28-07-2013,26.9,25.6,31.2,60
29-07-2013,26.5,24.6,30.7,60
30-07-2013,28.1,25.2,31.8,51
31-07-2013,27.4,26.6,32.5,69
01-08-2013,28.5,25,32.3,64
02-08-2013,29.6,26,34.7,70
03-08-2013,30.3,26.8,34.4,64
04-08-2013,30.2,27.6,35,56
05-08-2013,28.4,26.6,33.4,47
06-08-2013,27.3,25.3,31.6,51
07-08-2013,27.6,25.2,30.4,51
08-08-2013,26.4,25.6,30.6,46
09-08-2013,27.7,25.3,30.8,56
10-08-2013,27.2,26,31.4,68
11-08-2013,26.3,25.6,31.8,67
12-08-2013,27.7,23.5,32,56
13-08-2013,28.9,25.3,34,67
14-08-2013,29.7,26.1,35.3,67
15-08-2013,28.7,26.6,34.6,41
16-08-2013,28.4,25.5,33.3,54
17-08-2013,29,26.4,33.2,56
18-08-2013,28.4,26.6,32.8,65
19-08-2013,25.8,24.7,28.3,58
20-08-2013,25.5,24.6,26.6,63
21-08-2013,26.5,24.6,29.3,63
22-08-2013,28.5,25,34.2,68
23-08-2013,29.8,25.8,34.8,40
24-08-2013,30.1,27,35.8,47
25-08-2013,29.8,27,36.3,68
26-08-2013,28.3,25.6,34.6,44
27-08-2013,27.3,23.8,29.6,64
28-08-2013,25.9,24.1,29.1,67
29-08-2013,28,25.2,32.7,55
30-08-2013,29.7,26.5,34.3,40
31-08-2013,29.9,27,34.6,63
01-09-2013,30.3,27.6,34.3,49
02-09-2013,26.5,25.3,28.7,53
03-09-2013,28.5,25.1,33.1,64
04-09-2013,30.6,25.4,34.6,66
05-09-2013,31,27.6,37.2,49
06-09-2013,28.2,24.6,34,63
07-09-2013,29,25.6,34,57
08-09-2013,27,25.6,31.7,47
09-09-2013,27.1,25.1,32.7,44
10-09-2013,27.4,,31.1,68
11-09-2013,28.6,25.6,33.3,62
12-09-2013,29.9,25.5,34.3,49
13-09-2013,31.1,26.8,35.7,54
14-09-2013,27.4,26.6,31.8,44
15-09-2013,29.5,25.5,34.9,56
16-09-2013,29.6,26.3,34.8,54
17-09-2013,27.8,25.6,33.2,53
18-09-2013,27.9,25.6,32.7,65
19-09-2013,27.6,26.4,32.1,61
20-09-2013,27.8,25.6,33,41
21-09-2013,28.7,25.5,33,58
22-09-2013,29.7,25.3,34.5,69
23-09-2013,30.5,25.7,36.4,67
24-09-2013,31,26.8,36.3,58
25-09-2013,30,,36,58
26-09-2013,28.9,26.6,32.8,57
27-09-2013,28.3,25.5,35.7,67
28-09-2013,26.5,25.6,31.3,44
29-09-2013,26.5,24.6,30.5,52
30-09-2013,25.6,24.1,27.5,54
01-10-2013,26.8,24.2,30.2,70
02-10-2013,28.9,25.6,33.8,69
03-10-2013,26.9,25.6,32.3,43
04-10-2013,26.8,24.6,30.2,62
05-10-2013,27,25.2,33.3,46
06-10-2013,27.4,24.6,33,44
