time,tavg,tmin,tmax,hmid
09-12-2021,21.5,18.3,26.2,64
10-12-2021,21.9,18.2,26.1,70
11-12-2021,21.7,17.3,26.4,58
12-12-2021,20.2,16,25.1,64
13-12-2021,18.7,12.9,24.2,64
14-12-2021,18.4,13,24.2,59
15-12-2021,17.7,13,23.8,54
16-12-2021,17.7,12.7,23.6,52
17-12-2021,17.8,12.2,24.4,53
18-12-2021,18.4,12.2,25,65
19-12-2021,17.2,13.1,22.3,46
20-12-2021,15.1,9.8,21,57
21-12-2021,15.6,10,21.7,42
22-12-2021,16.8,10.9,23.3,67
23-12-2021,17.5,11.6,24.3,55
24-12-2021,18.4,12.4,24.4,41
25-12-2021,19.1,13.7,25.2,67
26-12-2021,19.9,14.2,25.7,66
27-12-2021,20.3,15.8,25.3,49
28-12-2021,20.2,15.4,25.6,49
29-12-2021,19.4,14.7,24.4,63
30-12-2021,19,15.4,24.7,68
31-12-2021,18.8,15.4,24,59
